,headline,is_sarcastic
1190,Trump Supporter Comes Away From Democratic Debate With Pretty Clear Idea Of Which Candidate He’s Going To Kill,1
1191,Pros And Cons Of Whistleblowing,1
1192,Bernie Sanders Renounces Call For Economic Equality After Brush With Death Teaches Him Money Isn’t Everything,1
1193,CNN Moderator Desk Crowded After 16 Pundits Qualify For Debate,1
1194,Hunter Biden Admits It Was Poor Judgment To Be Involved With Corrupt Biden Family,1
1195,Trump Flees Government Oppression By Relocating Administration To Remote Cabin Compound In Mountains Of Idaho,1
1196,Timeline Of The GOP’s Relationship With Trump,1
1197,Despondent Trump Drives Golf Cart Into Water Hazard,1
1198,"‘At Least They Don’t Know About My Leaking, Prolapsed Anus,’ Thinks Devin Nunes Filing Lawsuit Against Mocking Twitter Accounts",1
1199,Trump Assures Kurds There Will One Day Be Very Nice Tree Planted In D.C. Commemorating Their Deaths,1
1200,Trump Cabinet Officials Resentful Of Increasing Power Wielded By Live-In Caregiver,1
1201,Trump Furiously Searching Raytheon Catalog For Gift After Realizing He Promised China And Ukraine Same Javelin Missile,1
1202,"Giuliani: ‘When The Going Gets Tough, I Can Always Look Back Fondly On The Events Of 9/11’",1
1203,Kamala Harris Undergoes Heart Surgery After Seeing Positive Reception For Sanders,1
1204,Justin Trudeau Explains Deep Spiritual Significance Of Oil Pipelines Through Indigenous Lands,1
1205,"Pompeo Clarifies Anyone In Country Can Listen In On Trump Administration Calls By Picking Up Phone, Dialing 9",1
1206,Sanders Attributes Recovery To Thousands Of Small Blood Donations,1
1207,Bernie Sanders Unveils Plan To Tackle Income Inequality With Art Heist From Billionaire’s Home,1
1208,Trump Aides Investigating Whistleblower Struggling To Identify Single Person In CIA With Moral Principles,1
1209,Slide-Whistleblower Complaint Reveals Trump’s Pants Around Ankles,1
1210,Lindsey Graham Demands To Know How Trump Supposed To Lead Nation Under Such Rampant Accountability,1
1211,"Chelsea Manning, Reality Winner Excitedly Hoping Nation’s Newfound Approval Of Whistleblowers Will Get Them Out Of Jail",1
1212,Resistance Democrat Racking Brain For Way To Sexualize Anonymous Whistleblower,1
1213,White House Unveils Lightly Edited Memorandum Of U.S. Constitution That Specifically Declares Trump’s Innocence,1
1214,Beto O’Rourke’s Son Concerned Trump Will Order Ukraine To Investigate Him Next,1
1215,House Democrats Issue Condemnation Of Ukraine For Making It Harder To Avoid Impeaching Trump,1
1216,Justin Trudeau Responds To Blackface Criticism With New ‘Triggered?’ Campaign Slogan,1
1217,Pompeo To Increase Bombing In Afghanistan After Figuring They’ll Miss And Hit Iran At Some Point,1
1218,Mike Pompeo Appears With Families Of Lost Saudi Oil To Call For Justice,1
1219,Trump Confirms That It Was Iran Or Some Country Like That Behind Saudi Oil Attacks,1
1220,John Bolton Asked To Leave Condo Board Meeting After Repeatedly Advocating Bombing Isaacsons,1
1221,Highlights Of The Third Democratic Debate,1
1222,Moderator Jorge Ramos Asks Candidates How They Would Help Struggling Media Companies With $7.5 Billion Of Debt,1
1223,Biden Complains Moderators Keep Giving Him Ample Time To Speak,1
1224,House Democrats Vow To Hold President Accountable With Agriculture Bill Where First Letter Of Every Line Spells Out ‘Impeach Trump’,1
1225,Ex-CIA Agent Valerie Plame Releases Campaign Video Depicting Her Torturing Voters,1
1226,John Bolton Consoles Self That At Least He Didn’t Help To Make World Safer Place,1
1227,America Ends Negotiations With Bloodthirsty Warlord: A Look Back At John Bolton's Time In The Trump Administration,1
1228,Trump Inadvertently Saves Life Of Yemeni Family After Appropriating Pentagon Money For Border Wall,1
1229,Marianne Williamson Deletes Tweets About Using Mind To Control Weather After Realizing Nation Unprepared To Wield Such Great Power,1
1230,How 2020 Presidential Candidates Can Raise Their Polling Numbers,1
1231,Biden Declares Self Only Candidate Who Can Defeat George Bush In 1988 Election,1
1232,Newly Founded Steyer Institute For Political Research Poll Finds Tom Steyer Leading 2020 Democrats At 95%,1
1233,Confused Biden Tells Rambling Anecdote About Working-Class Single Hammer,1
1234,Aides Struggle To Stop Dozens Of Kerosene-Soaked Republicans From Lighting Selves Ablaze Atop David Koch’s Body,1
1235,Struggling Hickenlooper Drops Out Of Colorado Senate Race To Run For Jefferson County Commissioner,1
1236,Tyson Foods Sends Cease-And-Desist To Trump For Using Slaughterhouse Recordings As Pump-Up Anthem At Rallies,1
1237,Trump Attempts To Ease Tensions With Jewish Community By Noting He Also Would've Murdered Christ,1
1238,Jill Biden Urges Democratic Voters To Ignore Which Candidates Are Mentally Sharp Enough To Finish Complete Sentences For Good Of Party,1
1239,"‘And Then There Were 23,’ Says Wayne Messam Crossing Out Hickenlooper Photo In Elaborate Grid Of Rivals",1
1240,Democratic Party: Moving Left Vs. Remaining Moderate,1
1241,Pete Buttigieg Charms Crowd At Iowa Truck Stop By Sampling Local Meth,1
1242,Seth Moulton Spends Afternoon By Radio To See If They Play Campaign Ad,1
1243,Rod Blagojevich Trying To Sell Presidential Commutation To Cellmate For $2.8 Million,1
1244,John Hickenlooper Drops Out Of 2020 Presidential Race One Assumes,1
1245,John Delaney Sends Fundraising Email To Wife Asking To Use More Of Their Money On His Campaign,1
1246,John Delaney Warns Universal Healthcare Not As Feasible As Just Letting Lots Of People Die,1
1247,A Timeline Of U.S.–Iran Relations,1
1248,Highlights Of The Second Democratic Debates,1
1249,Jake Tapper Demands Michael Bennet Answer Question Of Whether He Too Big A Pussy To Take Swing At De Blasio,1
1250,Kirsten Gillibrand Appeals To Detroit Voters By Touting Hardscrabble Youth Growing Up As A Car,1
1251,De Blasio Appealing To Rural Voters By Touting Destruction Of New York City Under His Watch,1
1252,CNN Publishes Winners And Losers Of Wednesday Night Debate 45 Minutes Before Broadcast,1
1253,Lindsey Graham Sheepishly Approaches Fox News Interns To See If Anybody Up For Grabbing Drink,1
1254,"Sanders, Warren Devolve Into Screaming Match After Discovering Insurmountable Divide On Wildlife Management Policy",1
1255,John Delaney Befuddled By Question Asking Him To Imagine Himself As President,1
1256,"‘Right This Way To The Debate Stage,’ Says Tearful, Rock-Holding Hickenlooper Aide Leading Candidate To Secluded Spot In The Woods",1
1257,Mysterious Salem Shopkeeper Offers Seth Moulton Chance At Presidential Debate Stage But At A Terrible Cost,1
1258,What To Expect In The Second Democratic Debates,1
1259,More Presidential Candidates Taking Strident Pro-Caviar Stance To Appeal To Democratic Socialite Wing Of Party,1
1260,"Trump Escalates Baltimore Attacks With Rambling, 3-Hour Press Conference Tearing Into Edgar Allan Poe",1
1261,Chuck Grassley Accidentally Lies In State For Few Hours After Drifting Off In Capitol Rotunda,1
1262,Pelosi Concerned Outspoken Progressive Flank Of Party Could Harm Democrats’ Reputation As Ineffectual Cowards,1
1263,Aging Congress Moves Into More Manageable Single-Story Ranch Capitol,1
1264,"‘It’s Like All The President’s Men Meets Rambo,’ Says Robert Mueller Describing Report To Congress",1
1265,Trump Campaign Store Offering Special Disavowed Discount On All ‘Send Her Back’ Merchandise,1
1266,Mark Warner Holding Up Long Line Of Senators Waiting For Diving Board At D.C. Reflecting Pool,1
1267,White Supremacists Warn Idealistic Trump Some Compromise Will Be Necessary To Achieve Their Goals,1
1268,Trump Disavows Supporters Who Could Barely Keep Racist Chant Going For 10 Seconds,1
1269,Federal Officials Investigating Man Posting Racist Attacks Online Armed With Millions Of Explosives,1
1270,House Passes Resolution Overnight Apologizing If Previous Racism Resolution Came Off Too Harsh,1
1271,Trump Claims He Tried To Warn Public About Epstein By Praising Him As A Terrific Guy,1
1272,"Remorseful Beto O’Rourke Admits His Family Responsible For My Lai Massacre, Triangle Shirtwaist Factory Fire",1
1273,Paul Ryan Lauded For Inspiring Millions Of Young Gutless Fucking Cowards To Take On Leadership Roles,1
1274,Outraged Trump Declares He Would’ve Gotten Jeffrey Epstein Way More Lenient Plea Deal,1
1275,John Hickenlooper Sets Ambitious $250 Fundraising Goal For Next Debate Cycle,1
1276,Swalwell Satisfied With Campaign Sparking Important Conversation About Hopeless Candidates Who Waste Everyone’s Time,1
1277,Highlights Of The Democratic Primary Debate Day 2,1
1278,Naked Andrew Yang Emerges From Time Vortex To Warn Debate Audience About Looming Threat Of Automation,1
1279,Highlights Of The Democratic Primary Debate Day 1,1
1280,13.5 Million Americans Tune In To Watch Animal Planet’s ‘Puppy Parley’ During DNC Debate Halftime Show,1
1281,"Presidential Debate Sidetracked By Booker, De Blasio Arguing About Best Place In Lower Manhattan To Get Tapas",1
1282,Chuck Todd Extensively Preparing To Accept Whatever Candidates Say At Face Value Without Any Follow-Up Questions,1
1283,What To Expect In The First Democratic Debates,1
1284,Congress Reaches Compromise To Admit District Of Columbia Into Union As Slave State,1
1285,John Bolton Urges War Against The Sun After Uncovering Evidence It Has Nuclear Capabilities,1
1286,Bolton Calls For Forceful Iranian Response To Continuing U.S. Aggression,1
1287,Michael Bennet Quietly Asks Aide If Polling At N/A Is Good Or Bad,1
1288,Chuck Schumer: ‘The American People Deserve A President Who Can More Credibly Justify War With Iran’,1
1289,"Trump Thanks Supporters Who Sacrificed Time, Money, Friends, Family, Morals, Religious Beliefs To Be Here Today",1
1290,"White House Hires Top Hollywood Agent To Pitch Action-Packed, High-Concept War With Iran To American Public",1
1291,Kellyanne Conway Decides To Lie Low Until Rule Of Law Dies Down,1
1292,Pence Visits Conversion Therapist For Routine Gay-Preventative Checkup,1
1293,Pros And Cons Of Impeaching President Trump,1
1294,DNC Criticized For Overly Restrictive Debate Rules Requiring Candidates Have At Least One Policy Position,1
1295,Highlights Of President Trump’s Trip To The U.K.,1
1296,Elizabeth Warren Spends Evenings Tutoring Underperforming Candidates On Creating Comprehensive Policy,1
1297,Media Urged Not To Release Names Of Any More Presidential Candidates In Effort To Prevent Copycats,1
1298,"‘Hold Still,’ Says Eric Trump Swinging Sword At Don Jr. Trapped Inside Knight’s Armor",1
1299,Most Significant Trade Wars In U.S. History,1
1300,Panicking Trump Trying To Recall Recent Affairs He’s Had After Spotting Baby Balloon In London Protest Crowd,1
1301,Queen Elizabeth Unnerved By Stephen Miller’s Requests To Sample Royal Baby,1
1302,Mitch McConnell Feeling Emasculated By Wife Who Makes More Illicit Money Than Him,1
1303,Report: Massive Hypocrisy Just Flat-Out Gets The Job Done,1
1304,Corner Store Customers Saddened By Sight Of Frantic Trump Doing Scratch-Off Tickets Right On Counter,1
1305,Jay Inslee Recalls Decision To Run For President After 5 Teens From Across Globe Pressed Enchanted Rings Together To Call Him Into Existence,1
1306,Trump Warns China Not To Underestimate His Willingness To Sacrifice Every American’s Well-Being,1
1307,Trump Demands Investigation Into Whether Clintons Gave Him Non-Registry Wedding Gift In 2005,1
1308,Cory Booker Tries To Relate To Rural Voters By Mangling Hand In Grain Auger,1
1309,Entire Southern Border Somehow On Fire 10 Minutes After Kushner Begins Tackling Immigration System,1
1310,Candidate With No Chance Of Winning Nomination Settles On Goal Of Crushing Hickenlooper Campaign,1
1311,Alabama Governor Signs New ‘Heartbeat Bill’ Lowering State’s Age Of Consent,1
1312,John Bolton: ‘An Attack On Two Saudi Oil Tankers Is An Attack On All Americans’,1
1313,Mike Gravel Can’t Believe His Polling Numbers Neck-And-Neck With Fucking Nobody Like Wayne Messam,1
1314,Aides Request John Bolton Please Stop Setting Fire To Middle East Tactical Map,1
1315,Deutsche Bank Begins Removing Possessions From White House After Trump Defaults On Loan,1
1316,Trump Reassures Struggling Farmers He Has Never Seen One Of Them And Cannot Be Sure They Even Exist,1
1317,Trump Motorcade Picks Up Few Lyft Passengers To Help President Make Ends Meet,1
1318,De Blasio PAC Spends $30 Million On Ads Urging Candidate Not To Embarrass Self By Running,1
1319,Georgia Governor Signs Bill Outlawing Abortion Except For Single 30-Second Window On Third Day Of Fourth Week Of Pregnancy,1
1320,History Of The Filibuster,1
1321,Trump Dismisses Concerns Over White House Chaos After Pack Of Feral Dogs Takes Over 4th West Wing Room,1
1322,Trump Resigns From Presidents Local 150 In Protest Of Unions,1
1323,Sanders Supporters Viciously Attack Bernie Sanders After He Criticizes Mistakes Of 2016 Sanders Campaign,1
1324,Diplomatic Pete Buttigieg Quickly Changes Subject From Politics At Town Hall To Avoid Arguments,1
1325,Town Hall Audience Gives Amy Klobuchar Standing Ovation As She Lifts Chris Cuomo Up By Throat,1
1326,Pete Buttigieg Releases Comprehensive List Of Fun Personality Quirks To Include In Articles About Him,1
1327,Biggest Revelations From The Mueller Report,1
1328,Defiant Sarah Huckabee Sanders Claims She Doesn’t Know Where Voice Comes From When She Opens Mouth,1
1329,Tracking Trump Administration Turnover,1
1330,‘Boating World Magazine’ Giving Live Updates As Its Team Of Reporters Reads All Of Mueller Report,1
1331,Report: You’re Far Too Dumb To Be Reading The Mueller Report Yourself,1
1332,Barr Releases Catatonic Mueller After Removing All Sensitive Material From Special Counsel’s Brain,1
1333,Pete Buttigieg Stuns Campaign Crowd By Speaking To Manufacturing Robots In Fluent Binary,1
1334,Ilhan Omar Disrespectfully Refers To America As ‘A Place’,1
1335,"William Barr Agrees To Release Nonverbal, Abstract Visual Representation Of Mueller Report",1
1336,"Lightning Bolt Blasts Washington Monument As Mike Pence, Pete Buttigieg Locked In Battle Of Prayers On National Mall",1
1337,Majority Of Americans Voice Support For Bernie Sanders After Learning He’s A Millionaire,1
1338,Family Of Congressman Glad He Finally Found Outlet For His Racism,1
1339,Trump Vows Extensive Search To Find New DHS Director With Ideal Personality Disorders,1
1340,Homeland Security Criticized For Allowing Known Killer To Stay In Country,1
1341,White House Says Mueller Report Must Be Kept Private Because It’s So Exonerating It Would Drive Public Mad,1
1342,‘What’s All This I’m Hearing About People Getting Security Clearances?’ Asks Confused Mike Pompeo To White House Staff Avoiding Eye Contact,1
1343,"Glowing, Cackling McConnell Levitates Above Senate After Realizing Chamber’s Rules Only Self-Imposed Mental Construct",1
1344,Increasingly Cocky Bernie Sanders Announces He Won’t Take Donations Over 27 Cents,1
1345,Mueller Kinda Miffed That Barr Clearly Didn’t Read His Stuff Like He Said He Would,1
1346,Shocked Vladimir Putin Slowly Realizing He Didn’t Conspire With Trump Campaign,1
1347,Compassionate Trump Issues Full Presidential Pardon For Robert Mueller,1
1348,William Barr Declares Mueller Investigation Fully Exonerates Members Of Reagan Administration From Iran-Contra Involvement,1
1349,Devin Nunes Threatens Defamation Lawsuit After Reputation Ruined By His Official Twitter Account,1
1350,Trump Vows To Bring Back Ohio Town’s White Castle,1
1351,Beto O’Rourke Announces He Starting Obama Cover Campaign,1
1352,"2020 Presidential Candidate Pete Buttigieg Announces Bold Plan For 2,500-Mile Intercontinental Riverwalk",1
1353,Nation’s Flag Nerds Anxiously Watching D.C. Statehood Push,1
1354,New Iowa Poll Finds Majority Of Democrats Would Vote For Candidate Named ‘Bobby Cheeseburger’,1
1355,Trump Complains About Overly Complicated Controls Needed To Operate Modern-Day Doors,1
1356,What’s In The Green New Deal,1
1357,How GOP Leaders Go From Being #NeverTrump To Trump Supporters,1
1358,John Hickenlooper Announces Support For Nuking Australia Just To See If Anyone Paying Attention,1
1359,Offended Mark Meadows Reminds Colleagues He Never Once Complained About Capitol’s Integrated Drinking Fountains,1
1360,Jim Jordan Spends Hearing Demanding Michael Cohen Accept Blame For Covering Up Sexual Abuse Of Ohio State Wrestlers,1
1361,House Votes Against Trump’s National Emergency On Grounds That Only Congress Allowed To Misappropriate Funds,1
1362,Mueller Gives Up Trying To Get Report Published After Receiving 19th Literary Agent Rejection,1
1363,Trump Solemnly Lays Wreath At Site Where He Would Have Died During Vietnam War If He Weren’t Rich,1
1364,White House Convenes Panel Of Scientists To Make Case That Trump Capable Of Crushing Train With Bare Hands ,1
1365,"Mike Pence Criticizes Venezuela’s Use Of Torture, Starvation On Non-Homosexual Citizens",1
1366,Netanyahu Defends New Alliance With Israel’s Far-Right Aryan Supremacy Party,1
1367,"Trump Demands William Barr Prove Loyalty By Putting Gun In Mouth, Pulling Trigger",1
1368,Mueller Admits A Smarter President Would’ve Totally Found Way To Stop Investigation By Now,1
1369,"‘We Will Not Repeat The Mistakes Of The 2016 Election,’ Vows Nation Still Using Internet",1
1370,Trump Agrees To Wear Wire To Take Down Roger Stone,1
1371,Trump Confirms All Violent Options On The Table In Venezuela,1
1372,"Trump Offers Clear, Historical Precedent For Deploying U.S. Military With No Provocation",1
1373,Trump Base Celebrates President For Standing Up To Constitution,1
1374,Elliott Abrams Defends War Crimes As Happening Back In The ’80s When Everyone Was Doing It,1
1375,"Trump Invites Supporter, BBC Cameraman To Finish Altercation At White House",1
1376,Nation Horrified To Discover Cory Booker Already A Senator,1
1377,Parasitic Space Worm Controlling Mark Kelly’s Body Announces Arizona Senate Bid,1
1378,Amy Klobuchar Pledges To Fight Everyday Americans,1
1379,"Mueller Annoyed By Chipper, Overeager Adam Schiff Constantly Sending Him Evidence He’s Already Uncovered",1
1380,Ralph Northam Admits He Once Engaged In Pedophilia As Part Of Michael Jackson Costume,1
1381,Cold Panic Grips Stacey Abrams As Trump Begins Delivering Speech Almost Identical To One She Wrote,1
1382,Trump Claims Greatest Threat Facing Nation Toys Coming To Life While Owner Not In Room,1
1383,Guilt-Ridden Stacey Abrams Wondering When She Should Tell Democrats That She Lost Her Election,1
1384,Cory Booker Apologizes To Wall Street Bankers For The Mean Things He’s Going To Have To Say About Them,1
1385,Jimmy Carter Concerned Desire For Fresh Faces In Democratic Party May Hurt His Chances In 2020,1
1386,"Dick Cheney Finally Hunts Down, Kills Man He Shot In Face In 2006",1
1387,Report: Mueller Investigation Nearly Done With First Day Of Trump Campaign,1
1388,"‘Follow Your Instructions, This Is All Part Of The Plan,’ Hisses Richard Nixon Tattoo Protruding From Roger Stone’s Back",1
1389,Howard Schultz Considering Independent Presidential Run After Finding No Initial Support Among Any Voter Groups,1
1390,Jared Kushner Assures Reporters He Never Revealed State Secrets Without Turning Huge Profit,1
1391,Emaciated Peter Alexander Burns Podium For Warmth After Being Locked In Abandoned Press Briefing Room Since December,1
1392,Giuliani: ‘Let’s Just Start Everything Over’,1
1393,Kamala Harris Assembles Campaign Staff Of Unpaid California Prison Laborers,1
1394,Chuck Grassley Voted Against MLK Day Due To Foreseeing How Everyone Would Dishonor King’s Memory,1
1395,John Bolton Insists Iran Likely Harboring Dangerous Terrorist Osama Bin Laden,1
1396,"‘Don’t Make Me Regret This,’ Mueller Tells Rick Gates Before Uncuffing Him To Work On Investigation Together",1
1397,Poll Finds 100% Of Americans Blame Shutdown Entirely On Colorado Representative Scott Tipton,1
1398,Presumptuous Congressional Freshman Thinks She Can Just Come In And Represent Constituents,1
1399,Poll Shows Increasing Number Of Voters Blame Founding Fathers For Starting America,1
1400,Chuck Schumer Honestly Pretty Amazed He Hasn’t Caved Yet,1
1401,GOP Strips Steve King Of Post On Powerful House Segregation Committee,1
1402,Advisors Instruct William Barr To Avoid Referring To Trump As ‘My Liege’ During Confirmation Hearing,1
1403,Nation Not Sure How Many Ex-Trump Staffers It Can Safely Reabsorb,1
1404,Exhausted Robert Mueller Turns Off Phone To Give Himself Breather From Russia Probe News Over Holiday Break,1
1405,The Trump Presidency In 2018,1
1406,"Ryan Zinke Apologizes For Misuse Of Government Funds By Sending Ethics Committee $160,000 Vase",1
1407,Trump Administration Launches Human Rights Investigation Into Senate’s Harsh Treatment Of Mohammad Bin Salman,1
1408,Michael Cohen Granted Prison Work Release For New Job With Trump 2020 Campaign,1
1409,Michael Cohen Completes First Stage Of Intricate Plan To Break Incarcerated Brother Out Of Prison From Inside,1
1410,Trump Claims Substantial Portions Of The U.S.-Mexico Laser Forcefield Have Already Been Built,1
1411,White House Ficus To Leave For Virginia Arboretum After Declining Trump’s Offer To Be Chief Of Staff,1
1412,John Kelly Resigns In Last-Ditch Effort To Save His And Trump’s Friendship,1
1413,Top Agenda Items In Upcoming Democratic-Majority House,1
1414,Incredibly Popular George H.W. Bush Funeral Gets Extended 2-Week Run,1
1415,Gina Haspel Briefs Senators On Saudis’ ‘Shockingly Uninspired’ Khashoggi Interrogation,1
1416,GOP-Controlled Wisconsin Legislature Votes To Dissolve State Rather Than Let Democrats Have It,1
1417,Senate Bill To End U.S. Role In Yemen War Rejected By House Raytheon Executives,1
1418,Depressed Mueller Wonders What It Is About Him That Makes Everyone Lie To Him,1
1419,"Trump Insists Manafort, Assange Only Discussed How Bad Collusion Is",1
1420,Open-Ended New Bill Criminalizes Whatever Black People Up To Right Now,1
1421,The Onion Celebrates The 76th Year Of Diamond Joe's Wild-Ass Magic Carpet Ride,1
1422,Melania Releases Statement Calling For Removal Of First Lady From White House,1
1423,Nancy Pelosi Planning To Reenergize House By Injecting Self With Blood Of Young Representatives,1
1424,Steve King Vehemently Denies Comparing Immigrants To People,1
1425,Hillary Launches Campaign To Raise $100 Million Or Else She’ll Run For President,1
1426,Trump Hacks Through Thick Central American Jungle In Search Of Entirely New Ethnic Group To Demonize,1
1427,Georgia GOP Demands Stacey Abrams Step Down As Candidate To Avoid Conflict Of Interest,1
1428,Mueller Annoyed By Dipshit Protestors Holding Up Traffic During Commute,1
1429,"Anguished, Screaming Trump Bans Father’s Ghost From Press Room For Silently Pointing At Him",1
1430,Mueller Wondering Why There All This Drama Over Trump’s Unpaid Parking Violations,1
1431,Sarah Huckabee Sanders Denies Doctoring Footage Showing Jim Acosta In Clown Makeup Blowing Up Gotham Hospital,1
1432,Beto Voter Struggling To Refocus Her Sexual Fantasies On Ted Cruz,1
1433,Key Takeaways From The 2018 Midterms,1
1434,Trump Unveils Reelection Campaign Plan To Drive Bus Into Crowds Across Country,1
1435,Bored J.B. Pritzker Brainstorming New Hobbies To Blow Money On After Winning Election,1
1436,Georgia Election Worker Assures Black Man Ballot Scanner Supposed To Sound Like Shredder,1
1437,Man Confused By Obscure Down-Ballot Measure About Deciding Who His Senator Should Be,1
1438,Pros And Cons Of Compulsory Voting,1
1439,"North Carolina Voter In Heavily Gerrymandered District Somehow Voting For Montana Senate, Mayor Of Phoenix",1
1440,Libertarian Candidate Worried After Latest Poll Shows Him 98 Points Behind,1
1441,Man Wishes There Were Some Kind Of Pre-Midterm Race Where Voters Could Select Better Candidates,1
1442,Nation Begs For Midterms To Be Pushed Back To Delay Start Of 2020 Presidential Campaigns,1
1443,New Trump Campaign Ad Claims That Illegal Immigrants Currently Murdering You With Knife,1
1444,White House Concerned Ryan Zinke Made Land Deal Without Giving Cut To Trump,1
1445,Midterms 2018: Key Senate Races To Watch,1
1446,Brian Kemp Campaign Energized After Seeing Early Voter Suppression Numbers,1
1447,Poll Finds 2018 Midterms Resting On Critical Swing Group Of People Who Showed Up Looking For Community Center Pottery Class,1
1448,Political Scientists Trace American Democracy’s Severe Polarization To Fucking Idiots On Other Side Of Aisle,1
1449,Midterms 2018: Key House Races To Watch,1
1450,Trump Turns On Fox News And Tells Aides To Make Whatever They’re Saying A Law,1
1451,Trump Claims He Can Overrule Constitution With Executive Order Because Of Little-Known ‘No One Will Stop Me’ Loophole,1
1452,Voter Just Needs To Know Which Candidate Chops Wood In A Flannel Shirt,1
1453,Trump Slams Worldwide Jewish Conspiracy For Not Doing More To Prevent Synagogue Shooting,1
1454,Man Just Knows Hillary Clinton Going To Have Opinion On Not Dying In Explosion,1
1455,Chuck Schumer Relieved He’s Never Taken Stance Meaningful Enough To Have Someone Mail Him Explosive,1
1456,Midterms 2018: Gubernatorial Races To Watch,1
1457,Nation’s Fact-Checkers Confirm They’ll Probably Wrap Up Evaluating Trump’s Statements By 2050 At Latest,1
1458,Trump Announces He’ll Pay Legal Fees Of Any Rally Attendee Who Beats Up Ted Cruz,1
1459,Ted Cruz Stuck In Nosebleed Seats At Senate Campaign Rally,1
1460,"Bearded, Keffiyeh-Clad Jared Kushner Avoids Conflict Of Interest By Joining Saudi Royal Family",1
1461,Timeline Of The U.S. Supreme Court,1
1462,New Ted Cruz Attack Ad Declares Beto O’Rourke Too Good For Texas,1
1463,Trump Administration Urges Saudis To Stick To Killing Random Yemeni Civilians,1
1464,Report: Many States Still Relying On Outdated Methods To Disenfranchise Voters,1
1465,New Polls Increase Fears That Midterm Elections Will Be Won By Wave Of Politicians,1
1466,Nikki Haley Resigns To Accept Consulting Role With Afghan Warlord,1
1467,Saudis Insist Missing Journalist Was Already Dismembered Before He Left Consulate,1
1468,Senator Feinstein Wondering If Now A Good Time To Disclose 7 Highly Credible Murder Allegations Against Kavanaugh She Received Weeks Ago,1
1469,Kavanaugh Blasted For Destroying Reputation Of Good Man ,1
1470,Clinton Laughs Off Idea She Politically Savvy Enough To Launch Revenge Campaign On Kavanaugh,1
1471,Ted Cruz Vs. Beto O’Rourke,1
1472,Kavanaugh Starting To Get Worried About Not Hearing Back After Job Interview,1
1473,White House Corrects Transcript To Add Few More Insults About Female Reporter,1
1474,Lisa Murkowski Admits She Thought Being Alaskan Senator Would Just Mean Having To Deal With Bears And Shit,1
1475,Mark Judge Can’t Believe That Fucking Lightweight Kavanaugh Got ‘Boofing’ And ‘The Devil’s Triangle’ Wrong,1
1476,Kavanaugh Impressed By Hazing Rituals Before They Let You Join Supreme Court,1
1477,Kavanaugh Claims He Never Committed Sexual Assault As It Will Be Defined After Future Supreme Court Case,1
1478,GOP Attacks Christine Blasey Ford For Never Coming Forward To Testify,1
1479,Trump Regrets Choosing Kavanaugh After Supreme Court Nominee Keeps Talking About How Much He Respects Women,1
1480,Kavanaugh Says It’s Super Embarrassing And Sad That Christine Blasey Ford Still In Love With Him,1
1481,Everyone At U.N. Watching Trump Speak Can’t Believe They Used To Consider U.S. A Superpower,1
1482,"Over 417,000 Hours Of Private Presidential Conversations Discovered After No One Remembered To Turn Off Richard Nixon’s Tape Recorder",1
1483,Trump Asks Why Kavanaugh Accuser Didn’t Just Immediately Request Hush Money,1
1484,Congress Wishes They Could Help Puerto Rico But It’s All The Way Over There,1
1485,"GOP Officials Urge Calmer, More Reasonable Death Threats Toward Kavanaugh Accuser",1
1486,GOP Officials: Kavanaugh Shouldn’t Be Held Accountable For Something He Did As White Teenager,1
1487,White House Increases Number Of Asylum Seekers Allowed To Enter Spike-Filled Refugee Compactor,1
1488,White House Raises Official Hurricane Florence Death Toll To -17,1
1489,Kavanaugh Sweating Bullets After Betting Life Savings On Being Confirmed To Supreme Court,1
1490,Senate Republicans Seek To Delay Kavanaugh Vote Until Accuser Properly Smeared,1
1491,Koch Brothers Furious Kavanaugh Never Disclosed That Nation Might Care About Sexual Abuse,1
1492,The Case For And Against Confirming Brett Kavanaugh,1
1493,Trump Unfairly Claims Credit For Rise In Economic Inequality That Occurred Under Obama’s Watch,1
1494,Obama Urges Young Voters To Ignore How Many Lousy Candidates Democratic Party Runs,1
1495,Kavanaugh Surprised Senate Not Questioning Fact He Never Went To Law School,1
1496,Kavanaugh Panicking After Botching Part Of Confirmation Where He Asked If He Rejects Satan,1
1497,John Kelly Relieved Trump So Fucking Stupid He’ll Believe Woodward Made Up Disparaging Quotes,1
1498,Kavanaugh Packing Gun At Congressional Hearing In Case Parkland Father Tries To Shake His Hand Again,1
1499,Trump Disapproval Rating Reaches All-Time None Of This Matters,1
1500,Ron DeSantis Clarifies That ‘Monkey’ Comment Was Intended As Subtle Enough Dog Whistle To Get Away With,1
1501,Ryan Zinke Calls For Legislation To Slow Down Destruction Of Wildlife So He Can Truly Savor Every Minute Of It,1
1502,Trump Revokes Puerto Rico Recovery Funds After Learning Hurricane Maria Had Fewer Survivors,1
1503,Republicans Outraged Over RedTube Censoring Of Conservative Voices,1
1504,New Ted Cruz Campaign Ad Features His Kids Begging For Beto O’Rourke To Be Their New Dad,1
1505,White House Flag Now Moving Minute To Minute To Indicate Trump’s Mood,1
1506,White House Releases Moving Statement Honoring Woman Who Called Obama An Arab In 2008,1
1507,GOP Leaders Demand Congressman Duncan Hunter’s Resignation After Discovering He Poor,1
1508,Sen. Hatch Says Trump Allegations Not Serious Enough That Scales Should Fall From Eyes Revealing What Madness We Have Begotten,1
